web_scraper_order,web_scraper_start_url,pagination,data,photo,item_page_title,item_page_link,Color_Number,Color_Description,Natural_Finished,whole_article_number,image
"1777645499-348","https://catalog.preciosa-ornela.com/catalog-beads#","","83110","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-83110.webp?v=1774867356","83110
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/964","83110","opaque yellow ""limon""","natural","351-12001-3""-83110","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-83110.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-83110-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645501-349","https://catalog.preciosa-ornela.com/catalog-beads#","","78102","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-78102.webp?v=1774867356","78102
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/963","78102","crystal,  silver lined","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-78102.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-78102-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645503-350","https://catalog.preciosa-ornela.com/catalog-beads#","","67300","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67300.webp?v=1774867356","67300
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/962","67300","dark aquamarine,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67300.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67300-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645506-351","https://catalog.preciosa-ornela.com/catalog-beads#","","67150","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67150.webp?v=1774867356","67150
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/961","67150","aquamarine,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67150.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67150-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645508-352","https://catalog.preciosa-ornela.com/catalog-beads#","","67100","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67100.webp?v=1774867356","67100
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/960","67100","dark aquamarine,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67100.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67100-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645510-353","https://catalog.preciosa-ornela.com/catalog-beads#","","67010","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67010.webp?v=1774867356","67010
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/959","67010","aquamarine,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67010.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-67010-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645513-354","https://catalog.preciosa-ornela.com/catalog-beads#","","63020","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-63020.webp?v=1774867372","63020
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/1476","63020","turquoise","natural","351-12001-3""-63020","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-63020.webp?v=1774867372
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-63020-row.webp?v=1774867372
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645515-355","https://catalog.preciosa-ornela.com/catalog-beads#","","61300","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-61300.webp?v=1774867356","61300
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/958","61300","dark aquamarine,  rainbow","finished","Rainbow","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-61300.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-61300-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645517-356","https://catalog.preciosa-ornela.com/catalog-beads#","","59195","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59195.webp?v=1774867356","59195
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/957","59195","red iris","finished","Red Iris","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59195.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59195-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645520-357","https://catalog.preciosa-ornela.com/catalog-beads#","","59155","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59155.webp?v=1774867356","59155
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/956","59155","green iris","finished","Green Iris","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59155.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59155-row.webp?v=1774867356
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645522-358","https://catalog.preciosa-ornela.com/catalog-beads#","","59135","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59135.webp?v=1774867355","59135
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/955","59135","blue iris","finished","Blue Iris","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59135.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-59135-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645524-359","https://catalog.preciosa-ornela.com/catalog-beads#","","57430","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-57430.webp?v=1774867355","57430
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/954","57430","transp. green,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-57430.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-57430-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645526-360","https://catalog.preciosa-ornela.com/catalog-beads#","","51710","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-51710.webp?v=1774867355","51710
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/953","51710","transp. teal green,  rainbow","finished","Rainbow","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-51710.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-51710-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645529-361","https://catalog.preciosa-ornela.com/catalog-beads#","","50060","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-50060.webp?v=1774867355","50060
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/952","50060","transp. green","natural","351-12001-3""-50060","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-50060.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-50060-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645531-362","https://catalog.preciosa-ornela.com/catalog-beads#","","49102","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-49102.webp?v=1774867355","49102
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/951","49102","hematite","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-49102.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-49102-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645533-363","https://catalog.preciosa-ornela.com/catalog-beads#","","48020","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-48020.webp?v=1774867367","48020
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/1304","48020","opaque grey,  sfinx","finished","Sfinx","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-48020.webp?v=1774867367
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-48020-row.webp?v=1774867367
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645536-364","https://catalog.preciosa-ornela.com/catalog-beads#","","33040","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-33040.webp?v=1774867372","33040
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/1475","33040","opaque blue","natural","351-12001-3""-33040","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-33040.webp?v=1774867372
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-33040-row.webp?v=1774867372
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645538-365","https://catalog.preciosa-ornela.com/catalog-beads#","","33020","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-33020.webp?v=1774867374","33020
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/50864","33020","opaque blue","natural","351-12001-3""-33020","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-33020.webp?v=1774867374
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-33020-row.webp?v=1774867374
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645540-366","https://catalog.preciosa-ornela.com/catalog-beads#","","27080","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-27080.webp?v=1774867355","27080
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/950","27080","dark amethyst,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-27080.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-27080-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645543-367","https://catalog.preciosa-ornela.com/catalog-beads#","","23980","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-23980.webp?v=1774867355","23980
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/949","23980","black","natural","351-12001-3""-23980","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-23980.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-23980-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645545-368","https://catalog.preciosa-ornela.com/catalog-beads#","","18600","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-18600.webp?v=1774867355","18600
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/948","18600","opaque brown ""tango"",  sfinx","finished","Sfinx","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-18600.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-18600-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645547-369","https://catalog.preciosa-ornela.com/catalog-beads#","","18277","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-18277.webp?v=1774867355","18277
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/947","18277","pink dyed crystal,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-18277.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-18277-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645550-370","https://catalog.preciosa-ornela.com/catalog-beads#","","17050","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-17050.webp?v=1774867355","17050
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/946","17050","topaz,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-17050.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-17050-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645552-371","https://catalog.preciosa-ornela.com/catalog-beads#","","17020","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-17020.webp?v=1774867355","17020
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/945","17020","lt. topaz,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-17020.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-17020-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645554-372","https://catalog.preciosa-ornela.com/catalog-beads#","","13600","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-13600.webp?v=1774867355","13600
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/944","13600","opaque brown ""tango""","natural","351-12001-3""-13600","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-13600.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-13600-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645557-373","https://catalog.preciosa-ornela.com/catalog-beads#","","07722","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-07722.webp?v=1774867355","07722
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/943","07722","pink dyed crystal,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-07722.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-07722-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645559-374","https://catalog.preciosa-ornela.com/catalog-beads#","","05051","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-05051.webp?v=1774867355","05051
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/942","05051","satin white","natural","351-12001-3""-05051","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-05051.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-05051-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645561-375","https://catalog.preciosa-ornela.com/catalog-beads#","","03050","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-03050.webp?v=1774867355","03050
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/941","03050","chalkwhite","natural","351-12001-3""-03050","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-03050.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-03050-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645564-376","https://catalog.preciosa-ornela.com/catalog-beads#","","01750","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01750.webp?v=1774867374","01750
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/50858","01750","soft dk.copper","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01750.webp?v=1774867374
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01750-row.webp?v=1774867374
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645566-377","https://catalog.preciosa-ornela.com/catalog-beads#","","01700","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01700.webp?v=1774867373","01700
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/80411","01700","soft silver","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01700.webp?v=1774867373
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01700-row.webp?v=1774867373
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645568-378","https://catalog.preciosa-ornela.com/catalog-beads#","","01610","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01610.webp?v=1774867355","01610
                                3""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/940","01610","soft bronze multi","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01610.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-3-01610-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645571-379","https://catalog.preciosa-ornela.com/catalog-beads#","","23980","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-20mm-23980.webp?v=1774867355","23980
                                20mm
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/938","23980","black","natural","351-12001-20mm-23980","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-20mm-23980.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-20mm-23980-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645573-380","https://catalog.preciosa-ornela.com/catalog-beads#","","78102","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-2-78102.webp?v=1774867355","78102
                                2""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/939","78102","crystal,  silver lined","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-2-78102.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-2-78102-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645575-381","https://catalog.preciosa-ornela.com/catalog-beads#","","67210","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-1-67210.webp?v=1774867355","67210
                                1""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/937","67210","green aqua,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-1-67210.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-1-67210-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645578-382","https://catalog.preciosa-ornela.com/catalog-beads#","","57120","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-57120.webp?v=1774867355","57120
                                0.5""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/932","57120","transp. green,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-57120.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-57120-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645580-383","https://catalog.preciosa-ornela.com/catalog-beads#","","38698","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-38698.webp?v=1774867355","38698
                                0.5""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/931","38698","crystal,  colour lined red,  sfinx","finished","Colour Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-38698.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-38698-row.webp?v=1774867355
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
"1777645582-384","https://catalog.preciosa-ornela.com/catalog-beads#","","38694","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-38694.webp?v=1774867354","38694
                                0.5""
                                351-12001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/930","38694","crystal,  colour lined pink,  sfinx","finished","Colour Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-38694.webp?v=1774867354
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/351-12001-0.5-38694-row.webp?v=1774867354
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/351-12001-Bugles-RH.webp?v=1752045439"
